sigma_e   rw        r         Tu        Tl        L         Kw        
2.13177   0.160075  2246.21   94620.2   68.7036   1617.91   10186.9   
2.31213   0.145215  1.11174   90457.7   66.7385   1589.65   11617     
2.15677   0.150474  146.283   101877    68.6042   1376.89   10003     
2.08033   0.166181  7.6266    71883.4   77.656    1636.3    9590.54   
2.02116   0.164835  99.0628   111610    114.277   1484.93   9773      
1.93264   0.159211  62.4175   79149     115.071   1577.47   10630.9   
1.98923   0.164212  0.434605  63000.5   110.892   1541.77   10613.9   
1.83618   0.145839  37.9576   73411.4   103.591   1670.72   11633.6   
2.04077   0.15124   57903.5   108516    69.3702   1667.46   12388.1   
1.82328   0.171992  0.816847  62636.2   90.5673   1211.29   9769.14   
1.89351   0.140256  786.123   82159.3   100.192   1215.47   10459.3   
1.91387   0.154219  110.288   66322.2   103.094   1371.98   10308.8   
2.13482   0.148258  13011.4   109508    101.4     1219.95   12970.6   
2.02984   0.139019  231.344   94672.5   109.85    1614.64   11496.2   
2.34224   0.160932  3398.37   74699.2   113.234   1327.81   11188.3   
1.81459   0.166662  13607.5   90214.6   110.931   1289.7    9814.18   
2.0236    0.141666  1.09191   106147    92.7907   1208.16   10583.9   
1.94571   0.173199  6725.86   84949.2   90.9256   1267.05   9610.88   
1.94687   0.151369  36.8711   80104.4   73.4131   1611.64   12384.5   
1.90999   0.157793  304.074   104276    62.5623   1575.83   9821.02   
2.33964   0.169656  781.887   67444.5   67.0859   1384.94   12565.7   
1.95813   0.145543  32270.5   85257.8   111.585   1338.22   10907.5   
1.97976   0.152004  586.971   115456    79.3175   1585.49   11449.8   
1.93537   0.150539  240.826   82013     67.7779   1437.51   12134.5   
1.90884   0.157302  3337.6    112464    111.794   1342.32   10182.1   
2.11648   0.164156  5.66315   73948.9   82.5863   1524.18   9557.3    
2.09685   0.148907  0.958851  86768.1   67.2933   1570.03   11179     
2.14195   0.165489  619.178   63694.6   112.858   1380.34   11813.8   
2.10923   0.142527  12838.2   78651.6   70.5551   1351.6    11455.6   
1.7689    0.154724  78.9488   71141.2   113.404   1391.8    11415.2   
2.00368   0.157199  39062.4   70173.7   65.4751   1642.4    12890.2   
1.99481   0.148612  1.4802    82504.1   98.305    1630.25   9889.65   
2.27327   0.170056  235.839   105009    107.129   1221.85   11214.5   
1.95121   0.157011  8338.65   113014    88.3716   1360.88   10710.3   
1.91681   0.167206  2.5185    71358.4   69.2065   1358.8    11186.4   
1.82882   0.159617  2968.9    81896.2   97.7584   1565.62   11796.3   
1.94079   0.157813  3397      65000.6   98.797    1307.37   10131.9   
2.03737   0.166543  34828.9   115671    102.304   1300.37   9512.31   
2.08827   0.147934  1353.5    86668.5   62.8077   1277.12   12013.4   
2.0694    0.151818  35705     96578.5   91.723    1616.63   9953.08   
1.97142   0.151698  49785.1   63083     76.1464   1183.71   11439.4   
2.12409   0.13581   18064.2   114198    63.3351   1656.07   11891.3   
2.05348   0.143616  111.641   89099.3   76.7895   1262.93   9838.08   
2.04913   0.141612  2204.16   71163.8   101.82    1313.66   12033.6   
2.35951   0.177     0.776529  78556.6   76.1738   1646.03   9724.21   
2.04699   0.156892  7675.32   90991.9   63.1772   1177.26   12769.3   
2.06006   0.140817  12.5136   113992    114.795   1194.63   12128.9   
1.98996   0.16986   433.931   66953     75.9818   1200.43   10298.2   
2.05696   0.15397   2.65451   69292.6   88.6407   1586.67   12478.1   
2.20027   0.148907  1661.45   70507.7   67.168    1360.32   12522.5   
1.88523   0.162327  404.786   101737    98.3966   1374.96   12092.4   
2.06531   0.154205  0.755194  112892    74.7817   1172.87   11989.8   
2.04987   0.161154  6742.24   78382.9   92.6156   1193.19   9792.32   
2.09399   0.153197  7.85417   72156.2   105.167   1608.15   11851.9   
2.06366   0.179385  4.19366   62530.9   103.64    1306.15   10439.3   
1.85738   0.143454  18313     105578    114.334   1560.77   11749.9   
2.091     0.134837  75.5912   68035.9   109.124   1305.49   12789.2   
2.03055   0.167495  197.464   77653.2   83.4834   1463.42   9798.62   
1.98344   0.150169  280.205   64650.1   80.3958   1477.56   12247.8   
2.08877   0.170696  241.283   72431.2   95.7532   1574.27   11572.8   
1.894     0.150501  13290.4   66251.4   70.82     1651.32   10620.5   
2.04162   0.159494  159.042   85964.6   101.542   1305.38   9593.37   
1.99629   0.139561  46.6526   94688.7   89.0078   1373.71   11340.4   
2.11355   0.175079  3.43965   98420.6   109.553   1207.69   10914.5   
1.98947   0.14725   38.3446   111277    66.014    1149.68   12817.9   
2.1691    0.147256  10.1363   86851.6   97.8151   1496.65   11674.5   
1.89098   0.155396  26232.8   112990    108.591   1235.51   11162.4   
2.09025   0.159515  14073     102627    65.5817   1472.52   10223.4   
1.96588   0.157026  28.324    96530.1   87.3198   1571.57   10893.4   
2.01847   0.165228  0.524389  96080.7   99.1946   1197.07   12220.9   
1.99422   0.146493  1.09394   92305.8   77.7214   1286.79   11288.3   
1.84264   0.149137  4320.73   92049.5   84.6261   1543.96   9589.82   
2.05613   0.148086  19539.6   91679.1   80.7554   1473.97   12904.6   
2.12749   0.176636  1330.65   89844.1   84.8688   1657.39   11165.4   
2.12883   0.142524  2.88031   115137    90.548    1351.93   10739.2   
1.90378   0.169131  7.67175   77507.2   115.381   1576.77   11748.7   
2.19586   0.141581  4844.78   90023.7   84.0028   1476.47   12545.8   
2.20748   0.147534  0.53943   73680     69.5385   1638.06   12496.1   
2.18232   0.164716  17942.1   64897.6   65.7302   1251.86   11259.8   
2.0372    0.161673  7.13698   93078.1   83.1691   1126.59   11298.5   
1.9562    0.15069   47079.5   84464.7   63.9348   1498.21   9522.41   
2.09289   0.155499  23.6286   88447.6   62.5683   1516.69   11548     
1.87797   0.141154  0.772117  111266    70.9819   1594      11864.7   
2.0063    0.168646  439.824   105351    106.719   1326.55   9667.68   
2.25701   0.154279  510.323   81088.5   103.902   1392.89   10238.7   
1.96179   0.164883  50.9416   113294    78.3641   1597.09   9769.76   
2.27508   0.133754  25756.9   77382.9   77.7832   1377.11   11908.5   
1.99852   0.153019  1604.85   97695     98.9856   1518.59   12226     
1.99003   0.148022  0.538392  105883    105.872   1390.19   9971.9    
2.0562    0.151716  35038.3   87264     104.621   1442.63   12315.4   
2.10649   0.162249  195.195   103011    100.736   1447.14   11361.7   
2.01394   0.151765  43407.4   74975.3   66.7846   1368.23   9999.41   
2.01498   0.145888  6581.46   97654     66.5604   1335.77   11063.6   
2.13258   0.161118  13.3776   73592.6   90.0854   1322.6    11564.9   
2.03743   0.15372   142.168   65792.6   90.812    1295.18   11239.4   
2.0027    0.13524   20302     98412.7   78.4076   1482.09   9752.12   
2.23787   0.134958  0.476717  76125.2   113.215   1666.46   11617.7   
2.11      0.1517    19.7666   104553    67.6351   1648.75   10674.9   
2.09287   0.157693  44339.4   75340.8   72.2329   1262.45   11352.3   
2.13197   0.144076  164       85003.6   95.9678   1476.74   9961.41   
1.95213   0.161613  1340.11   66825.6   99.5012   1664.95   11145.2   
2.15818   0.150185  7390.75   78814.7   79.0548   1604.92   10330.1   
2.22665   0.153903  44478.7   110170    105.562   1325.7    12945.8   
2.08263   0.157812  48440.9   98050.8   82.8921   1151.97   12672     
1.92088   0.15039   0.780693  72258.7   85.3275   1547.67   10492.7   
2.06633   0.160706  5928.63   98862.2   78.4185   1507.14   10547.3   
1.9351    0.173096  96.6063   108804    97.1234   1254.66   12998.4   
2.01594   0.168252  139.745   76799.9   100.866   1414.62   11109.3   
2.02516   0.16832   1159.13   74082.9   72.1077   1182.27   10813.7   
2.48383   0.158636  5.40959   98086.2   107.238   1448.46   10661.1   
2.02711   0.154903  6374.26   97050.7   82.2021   1518.46   11591.8   
1.91606   0.149202  368.806   74148.2   71.226    1577.09   11284.3   
2.03922   0.146151  1390.8    100203    91.9194   1512.19   11875.3   
2.25464   0.169687  6.53191   88583.4   79.4143   1577.43   11639.4   
1.90838   0.153874  97.4433   74219.3   114.904   1177.72   10023.4   
2.21968   0.142017  1119.05   78365.6   115.286   1366.27   12598.4   
2.13071   0.132581  7.88916   83312     68.4314   1454.87   10075.4   
2.11663   0.151558  1.138     97629.5   69.3146   1332.04   10470.4   
1.92933   0.154887  5.82567   68275.2   83.8903   1365.36   9636.42   
2.03364   0.170088  34.8624   94495.5   113.503   1658.33   12761.8   
2.01668   0.175128  5.42802   84045.6   93.5091   1442.88   12850.2   
2.05628   0.163969  84.9642   64973.5   74.9977   1396.42   10577.8   
1.99885   0.168996  0.650334  65005.3   62.9852   1345.64   10102.9   
1.99955   0.1467    11312.8   111949    68.467    1123.5    10279.6   
2.07745   0.176448  224.027   86611.9   65.3062   1266.6    11336.5   
2.32117   0.169963  10311.6   83634.7   93.4069   1421.53   12241.7   
1.82505   0.144543  4.18893   82895.4   70.6311   1449.72   12094     
1.98722   0.15128   8.83308   112824    98.1781   1195.57   11271.6   
1.92203   0.145241  1465.95   62724.6   104.769   1506.2    10628.6   
1.96167   0.148599  144.205   77983.5   65.2026   1208.96   12919.6   
2.18887   0.169208  2.81711   97333.5   94.1375   1641.35   9762.5    
2.03474   0.150008  18.2709   104617    95.3062   1260.83   12847.7   
2.00352   0.152257  3326.25   112419    82.3092   1422.93   9688.94   
2.27841   0.158236  78.6026   70216.3   78.1608   1252.66   12389.9   
1.96582   0.15747   15.8796   112990    109.826   1290      9719.79   
1.95544   0.143847  2224.9    71824.4   70.6318   1265.96   11117.6   
1.8608    0.15963   129.662   77703     95.5557   1218.22   10706.4   
2.23272   0.167704  5.59186   110485    100.17    1330.87   11079     
2.02749   0.151514  21317.4   65444.8   99.9791   1475.32   9797.35   
2.20486   0.170121  56795.4   110571    100.127   1200.23   9747.25   
1.96729   0.161682  98.8134   103004    89.4869   1227.98   12088.9   
1.88693   0.148192  4072.62   87135.6   66.7796   1316.98   11677.8   
2.11363   0.15153   39.0022   73645.4   80.949    1469.53   12461.5   
2.11008   0.150115  55906.1   89570.7   88.2232   1455.23   11702.7   
1.97178   0.164597  20743.7   63485.3   86.3328   1528.99   12052.8   
1.93553   0.148595  1.42986   115646    64.312    1151.93   11465.9   
1.99502   0.142597  15.2569   96766.1   79.1993   1338.61   11149.2   
2.00698   0.158903  346.308   101054    85.4705   1333.86   10439.6   
1.96888   0.1415    100.729   91383.5   96.8778   1456.7    12604.2   
2.00677   0.155353  1935.42   86787.1   74.6898   1175.93   11001     
2.0536    0.143351  83.2239   83441.1   108.343   1216.31   10192.7   
1.8722    0.170924  7592.32   72336.3   114.181   1220.32   10871.9   
1.94311   0.163726  38768.4   95980.1   108.967   1338.09   12993     
1.86952   0.136943  21.435    86908.9   84.7615   1152.58   11112.3   
1.80898   0.147392  37.947    67846.2   73.6624   1466.45   12810.1   
2.07462   0.13936   1520.96   98408.3   87.1014   1160.28   10499.4   
1.88944   0.162127  1.34379   82586.3   65.4986   1327.96   11551.2   
2.12279   0.136821  25454.3   86515.1   107.133   1128.52   10654.5   
2.0938    0.159303  1196.21   71963.4   75.8922   1150.46   12425.6   
2.17243   0.168977  72.8093   96765.3   86.7534   1385.75   11797.1   
1.99574   0.153769  9.04937   64774.8   103.683   1614.81   9709.78   
2.01465   0.164432  51563.4   102003    86.0191   1462.63   11412.7   
2.01548   0.179414  2059.61   106957    88.8953   1438.06   10556.9   
2.10299   0.174007  37905.9   97081.3   94.9662   1470.03   12617.2   
2.09986   0.160354  702.109   65136.8   92.94     1468.67   10637.8   
2.06355   0.177     947.25    98591.1   72.4955   1437.13   11974     
2.25815   0.145153  772.784   92006.9   97.7606   1519.05   10632.3   
1.86873   0.158855  551.27    112617    64.2613   1341.61   12411.3   
2.03365   0.133102  288.713   97187.8   64.0314   1602.63   11113.8   
2.06983   0.17567   4.09429   102175    81.6474   1655.52   12196     
2.12099   0.159488  44.7604   97707.4   80.2352   1670.83   10581.8   
2.10671   0.158024  9.89407   104140    95.6815   1523.01   12220.5   
2.07316   0.159917  31718.5   85250     79.9567   1179.12   10051     
2.19844   0.133922  36568.8   78779.8   70.5395   1511.97   12412.7   
2.15084   0.166043  31.4897   102943    77.7382   1388.57   11318.9   
2.28356   0.157473  2263.42   90600.6   71.5897   1377.14   10559.4   
1.98613   0.145306  2.52442   86945.4   64.4787   1460.36   11740.8   
2.00219   0.157642  5716.24   86661.1   92.3709   1387.71   12796.9   
2.04018   0.156418  0.482788  106742    63.5282   1499.08   11846.2   
1.94537   0.15421   2386.27   101980    114.083   1587.03   9582.15   
2.18874   0.142173  786.207   100023    66.1869   1136.71   12652.5   
2.08962   0.134789  2481.83   69131.6   65.4566   1180.84   12720.6   
2.04928   0.141419  351.433   69600.1   76.9826   1515.86   10589     
2.05341   0.140185  79.114    101005    83.5271   1664.06   12209.2   
2.16724   0.162694  34673.7   85295.2   87.8133   1186.28   10500.2   
2.10414   0.135245  54053.4   86689     94.1673   1575.03   10745     
2.19697   0.153083  3.1297    98724.9   95.0465   1253.38   12658.7   
1.8392    0.152844  0.547044  77940.5   79.9788   1202.4    12194.2   
2.19506   0.152699  265.814   77842.2   90.6562   1579.18   12863.4   
1.8951    0.179141  5242.61   95874.5   64.6183   1503.75   11249.9   
1.82251   0.170171  13101.9   102378    105.288   1516.78   10018     
1.86685   0.17086   11326.1   114362    76.1965   1123.09   12471     
2.11556   0.151476  0.591233  115656    104.169   1644.42   11892.5   
1.85363   0.156771  4946.7    81642.9   106.282   1516.05   10987.6   
2.21961   0.143139  18314.7   104766    90.498    1249.16   12813.9   
2.00308   0.156531  2.22935   106176    81.4791   1216.27   10085.1   
2.16928   0.156748  22.6293   100343    76.7541   1423.42   11947     
1.79634   0.147518  949.833   91033.7   108.979   1568.85   11437.6   
2.05937   0.145825  4667.96   78721.3   88.5685   1556.03   11598.3   
2.06576   0.146246  63.0922   89427.1   80.7024   1482.57   10229.3   
2.30649   0.149918  6.19602   105160    100.493   1302.93   10584.2   
2.0611    0.170282  147.823   99458     66.5431   1338.17   11578.4   
1.93549   0.162667  25.9205   79763.4   70.6892   1662.03   11161.7   
1.97711   0.144612  212.094   74923.8   109.082   1231.99   12117     
2.28193   0.152003  1163.69   91118.3   72.9051   1190.5    12617.8   
2.01348   0.165798  7235.61   109760    67.8748   1571.2    12454.6   
1.95098   0.162731  6241.39   63961.7   111.989   1259.43   10726.1   
1.91218   0.171199  2016.94   108419    94.8514   1192.03   10497.9   
2.1507    0.163998  7.52631   85613.6   110.935   1522.52   10130.6   
2.03554   0.148243  2.4887    74463.8   81.061    1624.62   10841.2   
1.8592    0.17632   64.5094   66178.9   97.7303   1311.1    11930.1   
2.04464   0.165828  119.69    90321.3   103.575   1212.35   12451.4   
2.00595   0.14893   1075.87   81714.1   109.423   1580.76   12558.5   
1.92189   0.13668   2131.42   67582.3   63.3429   1175.17   11871.5   
2.05681   0.147152  53.7134   103143    89.3336   1461.4    11612.5   
2.13541   0.166555  1.27371   100814    73.1929   1641.48   12005.6   
2.00677   0.162042  4711.5    74991.3   68.562    1337.43   11085.9   
1.94515   0.160752  26.0124   79436.2   103.476   1257.99   9694.94   
2.04613   0.156422  2668.47   111281    102.642   1385.11   12768.5   
2.15779   0.168603  495.675   103820    62.4433   1464.84   12423.4   
2.08661   0.147262  1547.32   72347.7   78.4202   1298.93   11624.1   
2.04243   0.1415    71.5289   99169     67.2437   1280.44   12781.7   
1.91362   0.136328  4.64398   99285.9   76.4499   1508.15   11105.6   
2.15338   0.141975  5515.87   94147.2   105.047   1626.28   11550.4   
1.94543   0.162299  0.529635  65975.3   109.16    1626.26   11760.8   
2.07289   0.156148  8.93165   97859.4   76.6745   1460.61   12973.8   
2.10441   0.165817  480.706   81804.2   71.2301   1313.97   11770.1   
2.13253   0.166082  14.5826   68519.7   113.502   1566.39   10059.4   
2.01029   0.162861  24402.6   79983.5   68.85     1275.52   10396     
2.06525   0.16646   2.76228   100398    75.8789   1607.73   12023     
2.14484   0.132643  307.615   64292.3   79.2982   1303.92   11561.9   
2.06303   0.139736  121.984   75527.5   77.4491   1600.61   10750.4   
